years_experience,skills_match_score,education_level,resume_length,shortlisted
14,96.1,Bachelors,578,1
6,53.3,Bachelors,534,1
14,90.0,Bachelors,609,1
3,41.6,Bachelors,474,0
9,91.4,Bachelors,619,1
13,78.7,Masters,398,1
15,88.8,Masters,852,1
5,80.5,Bachelors,515,1
13,98.8,Masters,846,1
7,82.4,Masters,617,1
8,88.9,Bachelors,446,1
5,69.1,High School,402,0
11,100.0,Masters,806,1
10,55.6,Masters,775,1
12,84.4,Masters,804,1
14,84.0,Bachelors,739,1
13,84.0,Masters,722,1
8,84.7,Masters,603,1
3,62.2,High School,460,0
5,83.6,Masters,352,1
7,53.7,Bachelors,765,0
8,100.0,Bachelors,497,1
2,51.1,High School,328,0
1,67.6,Masters,656,1
5,68.2,Masters,425,1
3,68.5,Masters,616,0
0,57.0,PhD,247,0
7,74.6,Bachelors,675,1
8,86.0,Masters,398,1
13,51.2,Masters,673,1
8,76.1,PhD,706,1
1,54.0,Bachelors,440,0
8,100.0,PhD,469,1
6,82.4,Bachelors,543,1
4,91.8,Masters,386,0
6,81.6,Masters,418,1
12,86.5,Masters,900,1
8,74.5,High School,549,1
7,83.8,High School,615,0
15,100.0,High School,697,1
5,75.8,Masters,649,1
15,81.9,Masters,832,1
12,100.0,PhD,741,1
3,50.7,Bachelors,524,0
12,82.9,High School,879,1
14,95.7,Bachelors,875,1
0,51.4,High School,460,0
5,57.7,Masters,165,0
2,58.4,Masters,533,0
5,70.3,PhD,493,1
5,51.7,Bachelors,410,0
13,73.2,High School,449,1
3,41.7,Bachelors,526,0
1,72.1,Masters,690,1
14,98.0,PhD,436,1
8,77.5,Bachelors,505,1
1,53.7,Bachelors,469,0
2,61.5,Masters,375,0
9,66.8,Masters,437,1
0,65.1,Bachelors,383,0
6,52.9,Masters,695,1
14,86.8,Bachelors,854,1
0,55.5,PhD,421,0
10,100.0,Bachelors,584,1
8,76.9,High School,652,1
10,77.5,Bachelors,736,1
10,60.9,Bachelors,680,1
0,37.0,Bachelors,507,0
4,76.7,Masters,550,1
6,96.5,Bachelors,292,1
2,71.4,Masters,349,0
8,76.1,Bachelors,504,1
7,69.8,High School,327,0
12,90.5,PhD,685,1
14,92.3,Masters,791,1
2,46.7,High School,293,0
14,70.9,Bachelors,870,1
4,70.9,Masters,386,1
6,91.9,Bachelors,633,1
11,94.9,Masters,624,1
13,65.0,Bachelors,789,1
3,59.7,Bachelors,485,0
4,76.4,Bachelors,463,0
2,88.0,Masters,464,0
8,100.0,Bachelors,667,1
9,72.3,Bachelors,470,1
8,89.6,Masters,532,1
6,77.0,Masters,663,1
9,73.7,Bachelors,670,1
1,64.2,Masters,514,0
6,74.4,Masters,325,1
6,87.1,Bachelors,667,1
10,56.4,Bachelors,641,1
4,76.3,Masters,408,1
15,100.0,Bachelors,846,1
8,95.0,Bachelors,779,1
12,93.8,Masters,530,1
11,68.1,Bachelors,723,1
10,92.9,Masters,501,1
2,81.4,Bachelors,315,0
15,79.8,Bachelors,717,1
3,68.9,Bachelors,401,0
0,54.4,Bachelors,364,0
5,62.0,Masters,459,1
3,62.5,Masters,412,0
0,59.4,Bachelors,366,0
1,53.2,PhD,281,1
14,69.3,Bachelors,652,1
2,48.2,Bachelors,377,0
8,78.4,Bachelors,750,1
12,59.5,Bachelors,690,1
7,42.0,Masters,831,0
6,85.6,High School,620,1
12,66.3,Bachelors,758,1
14,82.6,Bachelors,740,1
10,95.1,Masters,541,1
11,61.7,Masters,665,1
13,65.7,Masters,805,1
3,54.0,Bachelors,280,0
0,75.7,Masters,366,0
7,66.7,High School,579,0
3,63.4,Bachelors,407,0
2,60.8,Masters,359,1
15,95.9,Bachelors,900,1
8,95.0,Bachelors,556,1
9,100.0,Bachelors,690,1
3,61.3,Bachelors,449,0
3,86.4,Bachelors,491,0
13,98.5,Bachelors,547,1
8,77.5,Bachelors,494,1
12,55.9,PhD,500,1
11,77.6,Masters,689,1
10,76.2,Masters,661,1
11,88.6,Masters,830,1
13,84.3,Masters,900,1
1,51.1,Bachelors,380,0
13,100.0,High School,654,1
11,100.0,Masters,579,1
15,57.2,Bachelors,546,1
4,61.3,Bachelors,305,0
14,95.0,Bachelors,726,1
3,87.2,Masters,631,1
8,74.7,PhD,583,1
11,76.3,Bachelors,680,1
4,66.9,Bachelors,644,0
8,87.2,Masters,636,1
10,54.5,Bachelors,790,1
15,57.3,Bachelors,900,1
8,92.3,Bachelors,554,1
13,72.4,Masters,436,1
1,91.3,Bachelors,817,0
13,70.5,Bachelors,718,1
14,82.7,Bachelors,900,1
8,82.8,Masters,579,1
2,37.0,PhD,267,0
3,100.0,Bachelors,294,1
15,89.1,PhD,885,1
0,44.9,Bachelors,581,0
13,66.0,Bachelors,549,1
0,70.4,PhD,212,0
0,61.9,Bachelors,150,0
8,56.5,Bachelors,631,0
10,56.9,Bachelors,757,1
7,91.1,Masters,526,1
4,59.4,Masters,336,0
4,43.4,Masters,619,0
8,75.0,Masters,642,1
2,59.2,Masters,433,0
2,90.8,Bachelors,330,0
6,65.4,Masters,553,1
8,72.6,Masters,499,1
5,70.8,Bachelors,473,0
13,70.4,High School,545,1
1,66.1,Bachelors,533,0
15,76.0,Masters,798,1
0,53.9,Bachelors,428,0
1,65.6,Bachelors,593,0
13,100.0,Bachelors,693,1
13,70.2,High School,805,1
0,52.3,Masters,557,0
9,98.6,Bachelors,763,1
9,67.2,Bachelors,724,1
8,76.4,Masters,634,1
15,100.0,Masters,732,1
14,82.0,High School,900,1
9,71.8,Bachelors,409,1
14,90.4,PhD,727,1
11,68.4,Bachelors,684,1
15,100.0,PhD,900,1
13,69.6,Bachelors,755,1
12,93.2,Bachelors,628,1
7,71.7,Bachelors,428,0
14,84.5,High School,900,1
6,99.2,Masters,794,1
14,71.3,PhD,855,1
2,69.4,PhD,327,1
7,84.8,Masters,683,1
1,54.0,Masters,454,0
1,77.5,Masters,278,1
10,73.1,Masters,761,1
9,79.9,Bachelors,704,0
2,59.6,Bachelors,608,0
6,75.7,Masters,370,1
0,62.4,Masters,299,0
7,74.8,Masters,496,1
11,76.1,Masters,690,1
6,59.5,Bachelors,524,1
3,72.0,Masters,252,1
13,91.8,PhD,900,1
14,75.1,Bachelors,706,1
4,78.2,PhD,500,1
9,68.6,Bachelors,448,1
12,100.0,Masters,853,1
0,98.6,Masters,252,1
3,84.3,Bachelors,469,1
15,100.0,Bachelors,707,1
14,97.7,Bachelors,810,1
15,79.9,High School,832,1
0,29.0,Bachelors,289,0
0,42.1,Bachelors,159,0
9,72.8,PhD,679,1
0,71.1,High School,268,0
6,73.3,Bachelors,706,1
6,67.1,PhD,357,1
15,67.3,PhD,900,1
15,100.0,Masters,900,1
3,75.2,Masters,592,1
14,99.1,Bachelors,849,1
12,73.5,Bachelors,515,1
11,72.9,High School,719,1
1,58.1,Masters,329,0
11,80.5,Bachelors,595,1
2,92.9,Masters,323,0
7,53.4,Bachelors,590,0
12,80.9,Bachelors,809,1
7,80.7,Masters,541,1
10,79.5,Masters,581,1
10,92.4,Bachelors,605,1
5,41.5,Bachelors,427,0
14,100.0,Bachelors,753,1
9,50.4,High School,552,1
8,60.3,Masters,424,1
10,70.8,Bachelors,456,1
11,65.3,High School,710,1
8,83.6,Masters,649,1
3,68.1,Bachelors,406,1
15,89.2,Bachelors,900,1
11,53.7,High School,599,1
0,55.4,Bachelors,458,0
0,57.8,Bachelors,528,0
14,100.0,Masters,694,1
11,86.2,Masters,806,1
9,81.2,Bachelors,697,1
14,100.0,Masters,623,1
4,48.1,Bachelors,491,0
13,77.7,Bachelors,671,1
12,68.2,Masters,677,1
1,83.6,Bachelors,342,0
14,100.0,Bachelors,854,1
5,94.2,Masters,440,1
6,77.7,Bachelors,573,1
0,63.2,Bachelors,150,0
5,64.4,Masters,559,1
7,86.8,Masters,683,1
11,64.0,Masters,721,1
4,46.2,Bachelors,618,1
13,77.2,Bachelors,688,1
11,100.0,Bachelors,568,1
6,61.8,Bachelors,620,0
9,69.8,Bachelors,689,0
5,75.6,Masters,464,0
3,72.5,High School,299,0
14,99.8,High School,900,1
14,68.7,Bachelors,675,1
6,75.5,PhD,467,1
9,82.6,Masters,768,1
8,85.9,PhD,366,1
9,88.5,Bachelors,562,1
9,83.3,High School,465,1
15,87.9,Bachelors,806,1
12,100.0,Masters,787,1
6,84.0,Bachelors,555,1
11,92.8,Bachelors,569,1
13,71.1,High School,651,1
4,76.2,Bachelors,418,0
6,87.6,Bachelors,541,1
2,49.3,High School,624,0
1,61.5,Bachelors,318,0
10,100.0,Bachelors,763,1
14,91.4,Bachelors,706,1
4,67.9,Masters,276,1
3,85.4,Bachelors,613,0
4,62.2,Masters,502,1
7,41.6,High School,675,1
11,67.8,Bachelors,723,1
3,84.3,Masters,572,0
14,100.0,PhD,851,1
8,78.3,Masters,676,1
6,85.4,Bachelors,461,1
9,78.0,Bachelors,651,1
12,78.2,Bachelors,776,1
11,92.0,Bachelors,721,1
6,63.8,Bachelors,464,1
14,92.9,Bachelors,790,1
12,69.6,Bachelors,796,1
12,69.4,Masters,817,1
7,62.3,Masters,548,1
11,74.6,High School,674,1
5,61.5,Masters,588,0
7,66.0,Masters,476,1
2,59.2,Bachelors,379,0
9,69.9,High School,456,0
9,56.0,Masters,617,1
13,45.7,Bachelors,806,1
0,71.0,PhD,164,0
15,85.1,High School,693,1
5,42.4,High School,420,0
0,71.5,PhD,419,1
8,87.5,PhD,620,1
13,74.5,High School,800,1
1,92.6,Masters,581,0
10,96.5,Bachelors,736,1
1,57.3,Masters,166,0
6,67.5,Masters,438,1
1,37.6,Bachelors,262,0
9,93.9,Bachelors,576,1
7,70.7,High School,522,1
5,75.3,High School,506,1
13,47.0,High School,766,1
6,84.9,Masters,644,1
6,61.9,Bachelors,451,1
15,96.3,Bachelors,874,1
5,79.1,Masters,352,1
9,75.2,Bachelors,678,1
10,67.0,Bachelors,507,1
8,75.0,High School,383,1
12,72.7,Masters,632,1
8,89.3,Bachelors,559,1
14,78.4,Masters,900,1
6,69.8,Bachelors,661,0
8,66.1,Masters,604,1
12,87.6,Masters,596,1
9,63.8,Masters,558,1
2,49.4,Bachelors,576,0
2,95.9,Bachelors,347,0
0,73.9,Masters,450,0
4,66.5,High School,666,0
15,95.2,Bachelors,699,1
14,93.8,Masters,801,1
3,65.9,Masters,531,0
1,70.9,Bachelors,474,0
15,78.8,Masters,864,1
8,100.0,Masters,643,1
2,58.8,High School,527,0
14,100.0,Masters,767,1
7,98.9,Masters,538,1
15,100.0,PhD,894,1
5,50.8,High School,727,0
13,100.0,Masters,789,1
12,100.0,Bachelors,596,1
4,31.8,High School,603,0
0,59.7,Masters,427,0
15,91.9,Bachelors,682,1
3,59.5,Bachelors,398,0
2,42.8,Bachelors,426,0
0,44.3,Bachelors,416,0
11,51.8,Bachelors,760,1
14,99.8,Bachelors,743,1
4,89.9,Masters,300,1
5,87.9,Bachelors,640,1
1,62.8,Masters,345,0
15,95.3,Masters,729,1
14,100.0,Bachelors,574,1
13,80.0,Bachelors,642,1
2,51.0,Masters,329,0
10,72.7,Masters,409,1
13,86.1,Bachelors,500,1
14,78.5,Masters,792,1
5,70.1,High School,518,0
3,43.2,Bachelors,190,0
8,69.9,Bachelors,427,1
4,67.1,High School,639,0
3,65.5,Bachelors,407,1
1,52.2,Masters,307,0
5,82.3,Masters,508,1
9,79.4,Bachelors,449,1
1,35.7,PhD,178,0
11,90.1,Masters,899,1
12,75.2,Bachelors,599,1
6,61.6,Bachelors,732,0
2,52.8,Masters,246,0
8,62.2,Masters,648,1
15,90.6,Bachelors,758,1
10,89.4,Masters,695,1
4,67.8,Bachelors,283,1
7,85.7,Bachelors,506,0
10,86.2,Bachelors,887,1
5,41.1,Masters,408,1
13,69.8,Bachelors,681,1
11,97.3,Bachelors,489,1
9,56.5,Bachelors,456,1
7,34.2,Masters,676,1
12,100.0,Masters,885,1
12,85.9,Bachelors,660,1
10,74.8,PhD,568,1
11,62.3,High School,761,1
2,66.4,High School,296,0
2,68.7,Bachelors,407,0
4,70.4,Bachelors,680,1
10,70.2,High School,654,1
9,60.0,Masters,509,1
2,64.7,Masters,421,0
7,91.2,Masters,735,1
9,71.1,Masters,662,1
12,94.3,Masters,611,1
11,73.4,Bachelors,726,1
13,99.3,Masters,664,1
7,60.6,Masters,401,1
1,67.2,PhD,390,0
11,86.3,Bachelors,661,1
3,48.9,High School,301,0
9,84.7,Masters,477,1
12,84.8,Masters,795,1
0,56.8,Bachelors,247,0
3,57.1,Masters,524,0
11,90.0,High School,705,1
12,74.8,PhD,336,1
12,85.7,Bachelors,805,1
10,60.3,High School,765,1
12,76.0,High School,900,1
3,73.1,Bachelors,413,0
9,66.7,High School,543,1
8,31.1,Masters,408,1
14,69.1,Masters,621,1
2,29.1,Bachelors,591,0
14,90.3,Masters,900,1
1,54.9,High School,442,0
8,68.2,Bachelors,787,1
8,64.1,Bachelors,639,1
0,60.8,Bachelors,391,0
5,49.5,Masters,525,0
9,89.8,Bachelors,900,0
7,76.4,Masters,618,1
2,51.1,Masters,566,0
10,75.0,Masters,676,1
8,79.0,PhD,584,1
1,46.3,PhD,299,0
5,81.3,Masters,405,1
0,72.0,Bachelors,375,0
12,83.3,Bachelors,588,1
15,100.0,Masters,733,1
6,100.0,Bachelors,670,1
2,40.8,PhD,518,1
6,70.3,Bachelors,499,1
3,43.4,Bachelors,319,0
8,96.9,Bachelors,816,1
4,72.9,Masters,514,1
2,46.5,High School,435,0
14,81.6,Bachelors,648,1
7,91.5,Bachelors,455,1
5,69.8,High School,603,0
1,68.2,Bachelors,445,0
2,83.8,Bachelors,576,1
7,81.3,High School,530,1
14,100.0,Bachelors,575,1
9,81.1,PhD,530,1
6,43.2,PhD,530,1
9,77.1,Bachelors,628,1
5,57.5,Bachelors,712,0
13,95.3,Bachelors,643,1
0,38.4,PhD,424,1
8,85.9,Bachelors,671,1
2,64.3,Bachelors,473,0
13,84.3,High School,800,1
4,74.8,Bachelors,432,1
6,64.6,High School,547,1
14,84.3,Masters,665,1
6,90.3,Masters,475,0
2,74.1,Masters,442,0
14,95.8,Bachelors,790,1
3,66.0,Masters,402,0
9,72.6,High School,300,1
6,69.3,Bachelors,525,1
7,49.1,Masters,393,1
1,46.3,PhD,419,0
8,71.7,Bachelors,756,1
6,41.3,Bachelors,883,0
15,85.8,Bachelors,677,1
12,71.8,Masters,849,1
7,65.9,High School,581,1
5,70.1,Bachelors,526,0
5,39.6,Bachelors,464,0
8,73.9,High School,704,0
3,56.8,Bachelors,217,0
10,50.2,PhD,696,1
10,70.6,Bachelors,658,1
4,78.7,PhD,547,1
8,67.4,Bachelors,427,1
0,58.0,PhD,543,0
3,69.6,Masters,413,1
6,62.3,Bachelors,548,0
10,77.2,Masters,585,1
14,65.6,Bachelors,900,1
8,65.7,Bachelors,558,0
14,100.0,Bachelors,900,1
13,86.2,Bachelors,765,1
12,89.3,Masters,805,1
10,71.6,Masters,729,1
11,73.6,Bachelors,603,1
12,85.6,PhD,832,1
9,96.1,PhD,594,1
5,81.0,High School,573,0
11,68.2,High School,391,1
7,71.1,Bachelors,519,1
12,81.7,Masters,630,1
8,84.9,Bachelors,662,1
9,82.5,Bachelors,425,1
3,65.9,Masters,271,1
0,76.4,Masters,327,0
13,91.3,Bachelors,900,1
7,63.7,Masters,738,1
1,63.4,Masters,397,1
10,74.9,Bachelors,717,1
15,76.4,Masters,852,1
0,54.1,Bachelors,319,0
12,98.6,Bachelors,699,1
6,85.9,Bachelors,592,1
11,88.7,High School,671,1
9,87.2,Bachelors,663,1
8,76.6,Bachelors,789,1
10,72.2,Masters,613,1
14,97.7,Masters,514,1
11,54.8,Bachelors,693,1
11,64.9,High School,900,0
8,93.8,Masters,869,1
2,49.6,High School,424,0
5,77.1,Bachelors,317,1
6,64.1,Bachelors,509,1
13,95.5,Masters,724,1
9,56.1,Masters,469,1
8,96.3,Masters,715,1
14,68.8,Bachelors,712,1
1,42.8,Masters,178,0
7,89.8,Bachelors,632,1
13,83.5,Bachelors,560,1
15,82.9,Bachelors,709,1
15,100.0,Masters,900,1
6,76.0,High School,577,1
3,52.3,High School,731,0
1,61.2,Masters,196,0
7,91.4,Masters,426,1
10,66.8,Masters,856,1
4,87.2,Bachelors,515,1
5,64.6,Masters,372,0
13,74.2,Masters,745,1
10,97.6,Masters,635,1
6,80.5,Bachelors,644,1
14,58.9,Bachelors,812,1
14,83.9,Bachelors,643,1
9,58.9,Bachelors,664,1
0,69.5,Bachelors,216,0
7,97.3,Bachelors,438,0
3,71.6,Bachelors,426,0
12,73.9,Masters,630,1
8,86.8,Bachelors,429,0
0,56.7,Bachelors,467,0
10,80.1,Masters,480,1
1,52.2,Bachelors,510,0
13,85.1,Bachelors,773,1
5,66.4,Bachelors,345,1
10,45.2,Masters,694,1
9,83.4,PhD,687,1
10,79.2,Masters,651,1
13,92.5,Masters,788,1
0,22.9,High School,177,0
3,74.9,Masters,441,1
7,79.4,PhD,362,1
14,96.7,Masters,657,1
9,54.8,Masters,475,1
15,69.0,Bachelors,789,1
4,37.4,Bachelors,522,0
12,87.4,Masters,754,1
8,72.1,Masters,681,1
10,79.1,Masters,652,1
10,60.4,Masters,608,1
5,53.1,Masters,555,1
0,23.8,Masters,220,0
5,47.3,Bachelors,449,1
5,57.7,Bachelors,570,0
12,80.0,PhD,900,1
5,70.2,Masters,656,1
7,90.4,PhD,544,1
14,78.9,Masters,900,1
5,78.6,Masters,487,1
4,77.2,Bachelors,618,0
14,100.0,Bachelors,852,1
10,88.6,Masters,583,1
1,60.6,Bachelors,354,1
3,51.0,Masters,488,1
13,91.3,Masters,610,1
15,81.9,Bachelors,769,1
14,100.0,Masters,741,1
9,76.9,Bachelors,539,1
4,63.1,Bachelors,473,0
9,96.7,Bachelors,740,1
3,60.0,Masters,330,0
15,87.5,Bachelors,747,1
1,89.6,Bachelors,474,1
15,91.5,Bachelors,900,1
6,86.4,Bachelors,768,1
9,98.1,Bachelors,900,1
15,79.2,Bachelors,751,1
9,92.9,Masters,453,1
1,54.5,Bachelors,291,0
0,91.8,Masters,327,1
13,100.0,Bachelors,766,1
4,84.1,PhD,514,1
11,95.2,Bachelors,774,1
12,74.8,Masters,608,1
0,87.0,Masters,476,1
0,47.7,Masters,259,0
14,95.4,Masters,742,1
0,46.8,Bachelors,516,0
5,84.2,Masters,749,1
8,99.7,Bachelors,527,1
9,86.0,Masters,702,1
12,93.7,PhD,671,1
10,83.3,PhD,808,1
11,81.0,Bachelors,567,1
0,52.5,Bachelors,159,0
4,90.0,Bachelors,556,1
14,97.4,Bachelors,900,1
8,63.8,High School,810,0
13,84.4,Bachelors,768,1
8,100.0,PhD,469,1
0,65.3,Masters,533,0
15,100.0,Masters,900,1
7,62.9,Bachelors,495,1
0,68.4,Masters,150,0
14,83.6,PhD,847,1
7,67.2,Masters,650,1
0,64.9,High School,442,0
11,66.1,Bachelors,744,1
4,55.1,PhD,559,1
7,81.8,Bachelors,692,1
15,83.9,Masters,869,1
5,63.3,Bachelors,466,0
8,46.5,Bachelors,849,1
0,42.2,Masters,315,0
8,76.8,Bachelors,646,1
0,54.0,Bachelors,324,0
15,100.0,Bachelors,829,1
9,69.5,PhD,640,1
9,68.5,High School,429,0
2,65.9,Masters,301,1
0,54.4,Bachelors,258,0
2,74.2,Masters,499,0
11,70.7,PhD,558,1
10,85.2,Bachelors,436,1
12,98.6,Bachelors,738,1
1,47.1,Bachelors,288,0
1,69.3,Masters,382,0
8,78.9,Bachelors,717,1
7,80.3,Bachelors,607,1
0,57.5,Bachelors,537,0
11,100.0,Bachelors,607,1
13,100.0,High School,806,1
3,76.6,Masters,296,1
12,90.0,Masters,755,1
0,57.7,Bachelors,330,0
0,41.5,Masters,356,0
11,61.8,Masters,742,1
11,65.9,Masters,721,1
3,67.5,Bachelors,361,1
1,56.6,Bachelors,404,0
2,88.2,Masters,501,1
10,43.7,Masters,900,1
8,74.1,Bachelors,900,0
1,66.0,Bachelors,287,0
3,77.0,Bachelors,419,1
0,59.6,Bachelors,425,0
1,65.0,Bachelors,495,0
4,68.1,Bachelors,517,1
13,90.1,Bachelors,720,1
9,79.0,Masters,664,1
14,100.0,High School,900,1
0,69.9,Masters,278,0
15,94.2,Masters,842,1
10,66.4,Bachelors,533,1
6,64.4,Bachelors,472,1
3,89.9,Masters,469,1
5,30.2,Bachelors,568,0
7,76.1,Masters,373,1
12,84.9,Masters,730,1
15,98.8,Masters,656,1
5,75.2,Masters,718,1
15,100.0,Masters,789,1
13,85.0,Bachelors,900,1
1,66.0,PhD,433,0
0,71.8,Bachelors,386,0
7,94.5,Bachelors,607,1
7,81.8,Bachelors,597,0
8,92.4,Masters,410,1
5,64.2,Bachelors,319,1
11,88.9,PhD,804,1
0,79.8,Bachelors,360,0
13,95.2,Masters,750,1
8,69.9,Bachelors,436,1
11,80.0,Bachelors,519,1
12,92.6,High School,875,1
14,100.0,Bachelors,721,1
13,70.9,Bachelors,622,1
2,74.4,PhD,569,0
10,77.4,Bachelors,573,1
5,70.3,Masters,544,1
9,95.5,Bachelors,601,1
12,73.4,High School,796,1
9,66.9,Bachelors,819,0
14,68.8,High School,891,1
10,78.6,Masters,510,1
11,72.2,Masters,606,1
13,70.5,Bachelors,718,1
14,75.9,Masters,900,1
15,75.0,Bachelors,794,1
15,79.8,Masters,856,1
8,83.2,Masters,419,1
10,51.9,Masters,489,1
12,71.0,Bachelors,735,1
2,60.0,Bachelors,301,0
4,82.7,Bachelors,377,1
12,85.3,PhD,505,1
13,88.7,PhD,572,1
4,64.2,Bachelors,600,0
9,51.9,Masters,555,1
15,100.0,PhD,762,1
6,78.8,Bachelors,518,1
3,79.5,Masters,461,0
10,100.0,Bachelors,853,1
3,44.0,Bachelors,416,0
6,47.2,Bachelors,638,1
8,84.1,Bachelors,661,1
14,84.2,Masters,590,1
10,62.7,Bachelors,687,1
15,83.3,Bachelors,740,1
3,54.2,Bachelors,417,0
3,93.1,Masters,384,0
5,100.0,Masters,667,1
5,46.7,Masters,557,0
6,42.9,High School,558,0
14,77.9,Masters,605,1
0,54.7,PhD,465,0
12,69.9,Bachelors,781,1
10,78.3,Masters,491,1
13,84.3,PhD,573,1
2,44.9,Masters,529,0
8,61.8,Masters,605,1
5,94.4,Masters,590,1
5,62.1,Bachelors,383,0
4,63.1,Masters,548,1
10,58.4,Masters,547,1
15,80.6,Bachelors,900,1
2,79.7,Masters,653,0
10,90.2,Masters,610,1
4,77.7,Bachelors,484,0
13,69.2,Masters,665,1
0,39.2,Bachelors,561,0
2,82.3,Masters,253,0
3,75.9,Bachelors,431,0
15,91.1,PhD,763,1
15,100.0,Bachelors,900,1
4,51.2,Masters,530,0
9,64.3,PhD,498,1
8,49.2,Bachelors,548,1
3,72.7,Masters,191,0
2,64.8,Bachelors,558,0
9,71.4,Masters,526,0
0,49.5,Masters,379,0
12,100.0,PhD,571,1
9,75.4,Masters,576,1
5,83.8,High School,323,1
6,67.3,Bachelors,796,1
9,71.7,Masters,755,1
14,100.0,Bachelors,843,1
7,83.3,Bachelors,577,1
11,79.1,Bachelors,724,1
0,78.3,Masters,370,0
11,100.0,High School,701,1
3,56.3,Masters,303,0
10,88.3,Masters,747,1
4,63.1,Masters,267,1
1,41.0,High School,418,0
0,38.6,High School,286,0
7,95.4,Bachelors,703,1
5,47.6,PhD,576,1
4,73.1,Bachelors,597,1
12,69.1,Bachelors,569,1
8,100.0,Bachelors,595,1
12,81.2,Masters,753,1
10,75.8,Masters,692,1
12,100.0,Bachelors,759,1
15,100.0,Bachelors,681,1
15,99.6,Masters,699,1
10,89.6,Bachelors,402,1
1,47.0,Masters,265,0
9,90.4,Masters,603,1
11,80.3,Masters,715,1
7,80.7,Masters,408,1
10,88.5,Masters,664,1
13,74.3,PhD,796,1
9,84.4,Bachelors,720,1
12,78.7,Bachelors,440,1
8,58.7,Masters,512,1
0,55.3,Bachelors,533,0
6,77.3,PhD,375,1
7,75.9,High School,524,1
2,33.2,PhD,513,0
13,93.1,Masters,813,1
3,59.6,Masters,530,0
12,93.6,Bachelors,649,1
2,69.0,PhD,263,1
6,64.5,Bachelors,674,1
8,70.8,Bachelors,501,1
2,62.0,High School,512,0
12,100.0,PhD,867,1
5,54.1,Bachelors,407,0
7,70.1,Masters,526,1
5,93.3,Masters,693,1
1,57.8,Masters,498,0
12,90.8,Masters,773,1
6,54.7,Masters,584,1
1,37.5,Masters,312,0
1,47.6,Masters,552,0
1,49.2,Bachelors,289,0
10,93.1,Bachelors,773,1
14,98.2,High School,799,1
0,28.6,Bachelors,170,0
13,75.4,Bachelors,898,1
15,100.0,Masters,900,1
10,83.4,PhD,606,1
0,80.1,Bachelors,312,0
13,97.4,Masters,774,1
15,83.5,Bachelors,698,1
6,66.8,Bachelors,554,0
15,90.4,Masters,838,1
14,80.3,PhD,761,1
12,95.6,Bachelors,733,1
15,98.6,Bachelors,764,1
13,85.8,High School,660,1
13,87.1,Bachelors,722,1
14,74.0,Masters,900,1
13,94.8,Masters,649,1
11,85.2,Masters,659,1
4,95.5,Bachelors,294,1
10,65.6,PhD,597,1
15,76.7,Bachelors,880,1
2,41.5,Masters,208,0
0,54.2,Bachelors,361,0
10,55.1,Masters,502,1
9,97.0,Masters,690,1
5,91.4,PhD,384,1
10,75.1,Bachelors,697,1
0,46.0,Masters,492,1
8,54.4,Masters,537,1
1,52.7,Masters,484,0
0,66.9,Bachelors,155,0
14,69.2,High School,745,1
11,100.0,Bachelors,838,1
6,91.9,Bachelors,539,0
5,71.3,Masters,538,0
5,64.3,Masters,568,1
13,75.0,Bachelors,846,1
4,97.0,PhD,644,1
10,67.6,Bachelors,390,1
3,77.5,Bachelors,399,0
10,77.8,Bachelors,302,1
3,78.0,Masters,540,0
2,52.9,Masters,570,0
9,70.5,Bachelors,577,1
7,74.9,Masters,616,1
6,60.0,Bachelors,444,0
8,92.2,Bachelors,751,1
0,46.0,Bachelors,462,0
6,60.8,Bachelors,523,0
9,99.6,Masters,500,1
3,84.7,Masters,423,1
6,93.3,Bachelors,713,1
12,52.9,Bachelors,784,1
11,78.0,High School,743,1
0,58.9,Bachelors,339,0
4,57.1,Bachelors,284,0
2,66.4,Bachelors,364,0
4,64.4,Masters,439,1
3,65.9,Bachelors,424,0
1,100.0,Bachelors,207,0
10,89.8,PhD,736,1
3,68.9,Bachelors,336,0
2,73.8,Bachelors,455,0
12,84.2,Bachelors,805,1
0,41.0,Bachelors,351,0
11,54.8,Bachelors,723,1
15,87.1,Bachelors,688,1
9,75.2,Masters,779,1
15,61.8,Masters,874,1
7,99.7,Masters,771,1
14,87.1,Bachelors,854,1
4,87.1,Bachelors,277,0
3,30.0,Bachelors,218,0
9,92.9,High School,654,1
11,72.2,Bachelors,741,1
4,84.4,Bachelors,338,1
3,62.2,High School,710,0
2,63.8,High School,480,0
4,72.3,Bachelors,403,0
3,57.1,Bachelors,448,0
14,75.8,Bachelors,886,1
0,52.1,Bachelors,540,0
11,57.4,Bachelors,806,1
2,54.3,Bachelors,640,0
9,60.5,High School,689,0
14,63.1,Bachelors,844,1
9,77.9,High School,547,1
7,75.4,Masters,525,1
6,73.2,Bachelors,733,1
1,70.0,Bachelors,159,0
0,53.9,Bachelors,282,0
2,47.4,Bachelors,482,0
15,92.1,Bachelors,808,1
4,29.2,PhD,576,0
9,77.6,Masters,554,1
14,92.5,High School,541,1
10,97.0,Masters,446,1
11,71.6,Bachelors,738,1
0,23.9,Bachelors,334,0
2,25.8,Masters,736,0
2,71.1,Bachelors,311,0
4,60.2,Bachelors,262,1
2,95.5,Masters,637,1
12,64.1,Masters,805,1
8,86.1,PhD,522,1
0,86.2,Masters,654,0
3,70.3,Masters,385,1
12,57.6,Bachelors,900,1
12,100.0,High School,644,1
